레시피 코드,재료명,재료용량,재료타입명
480,무,1/4개,부재료
480,홍고추,1개,부재료
480,대파,2뿌리,부재료
480,미나리,50g,부재료
480,고춧가루,1큰술,양념
480,다진마늘,2큰술,양념
480,다진생강,1큰술,양념
480,고추장,1작은술,양념
480,소금,약간,양념
480,후춧가루,약간,양념
480,다시마,1장,부재료
480,청고추,1개,부재료
480,쭈꾸미,2마리,주재료
480,간장,3큰술,양념
480,오징어,1/2마리,주재료
480,새우,8마리,주재료
480,양파,1/2개,부재료
479,청고추,4개,주재료
479,홍고추,3개,주재료
479,오이,1개,부재료
479,당근,1/3개,부재료
479,새우,6마리,부재료
479,참기름,약간,양념
479,후춧가루,약간,양념
479,굴소스,3큰술,양념
479,꽃빵,4개,주재료
479,새송이버섯,1개,부재료
479,청주,1작은술,양념
479,포도씨유,약간,부재료
478,포도씨유,약간,부재료
478,두부,반모,주재료
478,파프리카,2개,주재료
478,식초,약간,부재료
478,소금,약간,양념
478,후춧가루,약간,양념
478,간장,약간,부재료
478,칵테일새우,30g,부재료
477,참치통조림,1캔,주재료
477,당근,1/3개,부재료
477,감자,1개,부재료
477,표고버섯,2장,부재료
477,불린쌀,1컵,주재료
477,애호박,1/3개,부재료
477,국간장,약간,양념
477,깨소금,약간,양념
477,실파,2줄기,부재료
477,물,5컵,부재료
477,다시마,1장,부재료
477,참기름,약간,양념
476,닭,500g,주재료
476,맛술,2큰술,양념
476,맛술,3큰술,부재료
476,소금,약간,부재료
476,후춧가루,약간,부재료
476,호두,20g,부재료
476,계란,1개,부재료
476,녹말가루,6큰술,부재료
476,튀김가루,4큰술,부재료
476,카레가루,1큰술,부재료
476,고추장,3큰술,양념
476,토마토케첩,4큰술,양념
476,물엿,1큰술,양념
476,꿀,1큰술,양념
476,물,4큰술,양념
476,식초,3큰술,양념
476,다진마늘,2큰술,양념
476,고추기름,2큰술,양념
476,우유,1/2컵,부재료
475,다진마늘,1/2작은술,양념
475,물,5컵,양념
475,국간장,1큰술,양념
475,소금,약간,양념
475,후춧가루,약간,양념
475,밀가루,2컵,주재료
475,물,5큰술,부재료
475,된장,2큰술,부재료
475,표고버섯,2개,주재료
475,감자,1개,주재료
475,대파,1/2대,부재료
475,양파,1/4개,부재료
475,청고추,1/4개,부재료
475,홍고추,1/4개,부재료
475,국물용멸치,10마리,양념
475,참기름,1작은술,양념
474,닭가슴살,3쪽,주재료
474,양상추,2장,부재료
474,겨자잎,2장,부재료
474,양파,1/2개,부재료
474,당근,1/4개,부재료
474,오이,1/3개,부재료
474,마른고추,1개,부재료
474,허니머스터드,2큰술,양념
474,레몬즙,2큰술,양념
474,설탕,2큰술,양념
474,소금,약간,양념
474,청주,2큰술,양념
474,다진마늘,1큰술,양념
474,오렌지,1개,부재료
473,비트,1개,부재료
473,절임무,1팩,주재료
473,오이,1/2개,부재료
473,게맛살,2개,부재료
473,파프리카,1개,부재료
473,네모난햄,6장,부재료
473,레몬즙,1큰술,양념
473,계란,2개,부재료
473,땅콩버터,2와1/2큰술,양념
473,꿀,1큰술,양념
473,설탕,1큰술,양념
473,식초,1과1/2큰술,양념
473,깨소금,1큰술,양념
473,무순,1팩,부재료
472,돼지등갈비,1대,주재료
472,샐러리,1개,부재료
472,양파,1/2개,부재료
472,마늘,2쪽,부재료
472,후춧가루,약간,양념
472,레드와인,1T,양념
472,올리브오일,2T,양념
472,소금,약간,양념
472,바베큐소스,2T,양념
471,부추,100g,주재료
471,올리브오일,3큰술,주재료
471,[양념장] 다진파,1큰술,양념
471,다진마늘,1/2큰술,양념
471,통깨,1작은술,양념
471,식초,1큰술,양념
471,고춧가루,1/2큰술,양념
471,설탕,1/2큰술,양념
471,간장,1큰술,양념
470,팽이버섯,30g,주재료
470,식용유,2큰술,부재료
470,청피망,1/2개,부재료
470,홍피망,1/2개,부재료
470,간장,1큰술,양념
470,표고버섯,3장,주재료
470,다진마늘,1/2작은술,양념
470,참기름,1/2작은술,양념
470,소금,약간,양념
470,후춧가루,약간,양념
470,느타리버섯,60g,주재료
470,설탕,1/2작은술,양념
469,가지,2개,주재료
469,부추,20g,주재료
469,다진파,1큰술,양념
469,다진마늘,1/2큰술,양념
469,소금,1큰술,양념
469,고춧가루,1큰술,주재료
469,액젓,2/3큰술,양념
469,설탕,1작은술,양념
469,다진생강,1작은술,양념
468,상추,4장,주재료
468,미소된장,2큰술,주재료
468,실파,약간,부재료
468,가다랑이포,한줌,양념
468,두부,1/4모,부재료
468,다시마,1장,양념
467,파스타,200g,주재료
467,생크림,1과1/2컵,주재료
467,양파,1/2개,부재료
467,후춧가루,약간,양념
467,다진마늘,1작은술,양념
467,베이컨,6장,부재료
467,우유,1/2컵,주재료
467,버터,2큰술,부재료
467,소금,약간,양념
466,멥쌀가루,5컵,주재료
466,물,4~5큰술,부재료
466,소금,약간,양념
466,단호박,1/3개,주재료
466,녹두,1컵,주재료
466,설탕,3~4큰술,부재료
465,토란탕,2컵,주재료
465,표고버섯,6장,부재료
465,닭고기,200g,주재료
465,우엉,1/4대,부재료
465,당근,1개,부재료
465,식용유,약간,양념
465,맛술,1큰술,양념
465,설탕,약간,양념
465,생강즙,약간,양념
465,청주,약간,양념
465,간장,3큰술,양념
464,시금치나물,100g,주재료
464,도라지나물,100g,주재료
464,고사리나물,100g,주재료
464,고기산적,100g,주재료
464,소스,레서피참조,양념
464,깻잎,4장,부재료
464,양파,1/2개,부재료
464,오이,1/2개,부재료
464,라이스페이퍼,1팩,주재료
464,당근,1/2개,부재료
463,소꼬리,5토막,주재료
463,사골,100g,부재료
463,마늘,10쪽,양념
463,대파,적당량,양념
463,밤,5톨,부재료
463,청양고추,2개,양념
463,대추,10개,부재료
462,소금,약간,양념
462,버터,약간,양념
462,샐러드오일,약간,양념
462,통후추,약간,양념
462,대하,3마리,주재료
462,아스파라거스,2개,부재료
462,새송이버섯,1개,부재료
462,느타리버섯,2개,부재료
462,애호박,1/2개,부재료
462,가지,1/2개,부재료
462,감자,1개,부재료
462,마늘,3쪽,부재료
462,타임,2줄기,양념
462,바질,2잎,양념
462,와사비,약간,양념
461,전어,3마리,주재료
461,무,20g,부재료
461,미나리,20g,부재료
461,청고추,1개,양념
461,콩가루,1큰술,부재료
461,고춧가루,1/2큰술,양념
461,양파,20g,부재료
461,고추장,1/2큰술,양념
461,다진마늘,1큰술,양념
461,설탕,1큰술,양념
461,전어젓갈,약간,양념
461,통깨,약간,양념
461,식초,2큰술,양념
460,날콩가루,100g,주재료
460,밀가루,100g,주재료
460,닭,1마리,주재료
460,소금,적당량,양념
460,통파,1대,부재료
460,생강,적당량,양념
460,오이,1/4개,부재료
460,닭발,2개,부재료
459,서리태콩,1컵,주재료
459,소면,150g,주재료
459,참깨,1큰술,부재료
459,오이,1/4개,부재료
459,토마토,1/4개,부재료
459,소금,약간,양념
458,콩,각 100g,주재료
458,깨,3큰술,부재료
458,잣,1큰술,부재료
458,소금,약간,양념
458,식빵,1장,부재료
458,버터,약간,양념
458,후춧가루,약간,양념
458,호두,2알,부재료
457,우무,40g,주재료
457,콩,500g,주재료
457,깨,2큰술,양념
457,소금,약간,양념
457,생수,2컵,양념
457,오이,1/2개,부재료
457,잣,4큰술,양념
456,메주콩,500g,주재료
456,녹차국수,200g,주재료
456,오이,1개,부재료
456,소금,약간,양념
456,물,1컵,주재료
456,육수,3컵,부재료
456,방울토마토,2개,부재료
455,대파,1/2뿌리,부재료
455,홍고추,1개,부재료
455,통깨,약간,양념
455,멸치액젓,2작은술,양념
455,시금치,1/2단,주재료
455,물,2컵,양념
455,소금,약간,양념
455,참기름,약간,양념
454,죽순,1개,주재료
454,미나리,5줄기,주재료
454,계란,1개,부재료
454,쌀뜨물,4컵,부재료
454,[초고추장] 고추장,1큰술,양념
454,설탕,1작은술,양념
454,식초,2작은술,양념
454,홍고추,1개,부재료
453,전복,1개,주재료
453,쌀,1컵,주재료
453,물,6컵,부재료
453,김,약간,부재료
453,소금,약간,양념
453,깨소금,약간,양념
453,실파,약간,부재료
453,참기름,약간,양념
452,쌀,1컵,주재료
452,새우,200g,주재료
452,물,6컵,부재료
452,참기름,약간,양념
452,소금,약간,양념
451,낙지,1마리,주재료
451,모시조개,10개,주재료
451,배추,4잎,부재료
451,참기름,1큰술,양념
451,소금,1/2컵,부재료
451,청고추,1/2개,양념
451,홍고추,1/2개,양념
451,소금,약간,양념
451,대파,1/2뿌리,부재료
451,다진마늘,1/2큰술,양념
450,시금치,20g,주재료
450,계란,3개,주재료
450,올리브오일,2큰술,부재료
450,소금,약간,양념
450,게맛살,2개,부재료
449,돼지갈비,1kg,주재료
449,다진마늘,1큰술,양념
449,저민마늘,5쪽,양념
449,마른고추,5개,양념
449,올리브오일,2큰술,양념
449,화이트와인,1/2컵,양념
449,물,1컵,양념
449,소금,약간,양념
449,후춧가루,약간,양념
449,레몬,1개,부재료
448,파프리카,3개,주재료
448,찬밥,1과1/2공기,주재료
448,감자,1/2개,부재료
448,호박,1/4개,부재료
448,올리브오일,3큰술,부재료
448,양파,1/2개,부재료
448,당근,1/4개,부재료
448,소금,약간,양념
448,후춧가루,약간,양념
448,피망,1/4개,부재료
447,배,1/2개,부재료
447,양파,50g,부재료
447,마늘,20g,부재료
447,생강,10g,부재료
447,고운소금,30g,부재료
447,굵은소금,약간,부재료
447,붉은갓,50g,주재료
447,삭힌고추,3개,부재료
447,물,2.5L,부재료
447,무,1개,주재료
446,깻잎,5묶음,주재료
446,밤,10개,주재료
446,홍고추,50g,부재료
446,청고추,50g,부재료
446,다진마늘,60g,부재료
446,대추,10개,부재료
446,물,2컵,부재료
446,양파,1/2개,부재료
446,다진생강,1쪽,부재료
446,멸치,10마리,부재료
446,멸치액젓,3/4컵,부재료
446,설탕,1컵,부재료
446,대파,30g,부재료
445,멸치,한줌,양념
445,다시마,1장,양념
445,표고버섯,1장,부재료
445,애호박,1/4개,부재료
445,청고추,1개,부재료
445,홍고추,1/2개,부재료
445,두부,1/2모,주재료
445,순창콩된장,50g,주재료
445,고춧가루,1작은술,양념
445,다진마늘,1작은술,양념
445,대파,1/2뿌리,부재료
445,참기름,약간,양념
444,근대,200g,주재료
444,쇠고기,30g,부재료
444,다진마늘,1큰술,양념
444,멸치,한줌,부재료
444,고춧가루,1작은술,양념
444,된장,1작은술,양념
444,고추장,1/2큰술,양념
444,대파,1/4뿌리,양념
443,고구마,2개,주재료
443,시럽,1/2컵,양념
443,튀김기름,적당량,부재료
443,호박씨,10g,주재료
443,건포도,10g,주재료
442,메주콩,5되,부재료
442,멥쌀,5되,부재료
442,엿기름,1컵,주재료
442,고춧가루,4되,주재료
442,소금,4되,주재료
442,찹쌀가루,4되,주재료
441,소금,1kg,부재료
441,메주,4덩어리,주재료
440,메주콩,반말,주재료
440,소금,2kg,주재료
440,숯,2덩이,부재료
440,마른고추,5개,부재료
440,물,25L,주재료
439,물,1컵,양념
439,설탕,15g,양념
439,양파,70g,부재료
439,마늘,30g,양념
439,생강,10g,양념
439,미나리,70g,부재료
439,정종,1큰술,양념
439,열무,250g,주재료
439,얼갈이배추,250g,주재료
439,굵은소금,10g,양념
439,청고추,25g,부재료
439,홍고추,25g,부재료
439,쪽파,15g,부재료
439,물,7컵,양념
439,꽃소금,20~25g,양념
439,밀가루,2큰술,양념
438,깻잎,20장,주재료
438,간장,1큰술,양념
438,물,1큰술,양념
438,들기름,1큰술,양념
438,청고추,1/2개,부재료
438,홍고추,1/2개,부재료
438,조청,약간,양념
437,쌀국수,70g,주재료
437,통계피,1토막,주재료
437,대파,1뿌리,부재료
437,쇠고기,30g,주재료
437,청고추,1개,양념
437,피시소스,1큰술,양념
437,고수잎,약간,양념
437,소금,약간,양념
437,[쇠고기육수] 쇠뼈,400g,주재료
437,쇠꼬리,2토막,주재료
437,양파,1개,주재료
437,생강,2개,주재료
437,팔각,1개,주재료
437,정향,3개,주재료
437,숙주,70g,부재료
436,우동면,150g,주재료
436,양파,1/4개,부재료
436,청고추,1/2개,부재료
436,홍고추,1/2개,부재료
436,간마늘,1작은술,주재료
436,버터,10g,양념
436,숙주,30g,부재료
436,굴소스,1큰술,양념
436,간장,1큰술,양념
436,맛술,1큰술,양념
436,간생강,1작은술,양념
435,수삼,1뿌리,주재료
435,크림치즈,3큰술,주재료
435,양상추,3잎,부재료
435,마요네즈,3큰술,양념
435,적채,약간,부재료
435,치커리,50g,부재료
435,"무,래디쉬",2개,부재료
434,햄,10g,주재료
434,양파,1/4개,주재료
434,청피망,1/2개,부재료
434,홍피망,1/2개,부재료
434,후춧가루,약간,양념
434,치즈,2장,주재료
434,파슬리가루,적당량,양념
434,소금,약간,양념
434,밥,1공기,주재료
433,잔멸치,50g,주재료
433,간장,2큰술,양념
433,설탕,1큰술,양념
433,밥,2공기,주재료
433,깨소금,약간,양념
433,치즈,8장,부재료
433,식용유,약간,부재료
432,새우,5마리,주재료
432,석이버섯,10g,부재료
432,팽이버섯,30g,부재료
432,오이,1/3개,부재료
432,당근,50g,부재료
432,양상추,50g,부재료
432,소금,1작은술,양념
432,무순,30g,부재료
432,배,1/4개,부재료
432,겨자,1큰술,양념
432,식초,2큰술,양념
432,설탕,1큰술,양념
432,부추,50g,부재료
431,갈치,4토막,주재료
431,물엿,2큰술,양념
431,애호박,1/2개,부재료
431,당근,1/4개,부재료
431,대파,1개,부재료
431,양파,1/2개,부재료
431,홍고추,1개,부재료
431,청고추,1개,부재료
431,굵은고춧가루,2큰술,양념
431,고운고춧가루,1큰술,양념
431,설탕,1큰술,양념
431,다진생강,2작은술,양념
431,다진마늘,1큰술,양념
431,정종,1큰술,양념
431,된장,2작은술,양념
431,후춧가루,약간,양념
431,소금,약간,양념
431,간장,2큰술,양념
431,무,1/3개,부재료
430,갈치,1마리,주재료
430,소금,1작은술,양념
430,밀가루,2큰술,부재료
430,레몬,1개,양념
430,후춧가루,1작은술,양념
429,고등어,1마리,주재료
429,소금,약간,양념
429,애호박,1/2개,부재료
429,당근,1/4개,부재료
429,대파,1개,부재료
429,양파,1/2개,부재료
429,홍고추,2개,부재료
429,풋고추,2개,부재료
429,팽이버섯,1/2팩,부재료
429,간장,2큰술,양념
429,굵은고춧가루,2큰술,양념
429,고운고춧가루,1큰술,양념
429,설탕,1큰술,양념
429,물엿,2큰술,양념
429,생강,2작은술,양념
429,마늘,1큰술,양념
429,정종,1큰술,양념
429,된장,2큰술,양념
429,후춧가루,약간,양념
429,무,1/3개,부재료
428,정종,2큰술,양념
428,청고추,2개,부재료
428,마늘,5쪽,양념
428,참기름,2작은술,양념
428,깨소금,1큰술,양념
428,물엿,2큰술,양념
428,고등어,1/2마리,주재료
428,간장,3큰술,양념
428,굵은고춧가루,2큰술,양념
428,고운고춧가루,1큰술,양념
428,대파,1개,부재료
428,양파,1개,부재료
428,실파,3개,부재료
428,홍고추,2개,부재료
428,생강,1개,양념
427,애호박,60g,주재료
427,고추장,약간,양념
427,도라지,60g,부재료
427,숙주,60g,부재료
427,시금치,60g,주재료
427,고사리,60g,주재료
427,상추,6잎,부재료
427,육회,60g,주재료
427,계란후라이,2개,부재료
427,다진파,약간,양념
427,다진마늘,약간,양념
427,깨소금,약간,양념
427,후춧가루,약간,양념
427,참기름,약간,양념
427,설탕,약간,양념
427,취나물,60g,주재료
426,쇠고기,150g,주재료
426,육수,1컵,양념
426,당근,1/4개,부재료
426,양파,1/2개,부재료
426,홍고추,1개,부재료
426,콩나물,50g,부재료
426,애호박,1/3개,부재료
426,팽이버섯,약간,부재료
426,쑥갓,약간,부재료
426,간장,2큰술,양념
426,설탕,1큰술,양념
426,다진파,약간,양념
426,다진마늘,약간,양념
426,고춧가루,2큰술,양념
426,고추장,1큰술,양념
426,생강즙,약간,양념
426,깨소금,약간,양념
426,후춧가루,약간,양념
426,낙지,2마리,주재료
425,무말랭이,2컵,주재료
425,다진파,1큰술,양념
425,다진마늘,1큰술,양념
425,간장,1큰술,양념
425,설탕,2큰술,양념
425,깨소금,1큰술,양념
425,멸치액젓,1큰술,양념
425,고춧가루,1/2큰술,양념
425,고추장,1큰술,양념
424,쌈다시마,8장,주재료
424,오징어,1마리,주재료
424,게맛살,2줄,부재료
424,오이,1개,부재료
424,파프리카,1/2개,부재료
424,초고추장,약간,양념
424,홍피망,1/2개,부재료
423,고춧가루,1/2큰술,양념
423,정종,2큰술,양념
423,설탕,2큰술,양념
423,다시물,1/2컵,양념
423,우엉,100g,주재료
423,돼지고기,100g,주재료
423,간장,3큰술,양념
423,생강즙,약간,양념
422,상추,4장,주재료
422,밥,1그릇,주재료
422,다진쇠고기,100g,부재료
422,다진양파,1/2개,부재료
422,간장,1큰술,양념
422,고추장,약간,양념
422,다진파,약간,양념
422,다진마늘,약간,양념
422,깨소금,약간,양념
422,참기름,약간,양념
422,설탕,1/2큰술,양념
421,양파,2개,주재료
421,다진쇠고기,50g,부재료
421,두부,1/4모,부재료
421,다진파,1작은술,양념
421,다진마늘,1작은술,양념
421,홍고추,1/2개,부재료
421,소금,약간,양념
421,참기름,약간,양념
421,후춧가루,약간,양념
421,밀가루,약간,부재료
421,계란,1개,부재료
421,깨소금,약간,양념
420,봄동,100g,주재료
420,영양부추,1/4단,부재료
420,고춧가루,3큰술,양념
420,까나리액젓,2큰술,양념
420,깨소금,약간,양념
420,다진마늘,1작은술,양념
420,다진파,1큰술,양념
420,다진생강,1/2작은술,양념
420,참기름,약간,양념
420,새우젓,1/2큰술,양념
419,멸치다시물,2컵,양념
419,콩나물,50g,주재료
419,다진마늘,약간,양념
419,다진파,약간,양념
419,홍고추,1/2개,부재료
419,국간장,약간,양념
419,소금,약간,양념
419,후춧가루,약간,양념
419,북어,30g,주재료
418,통마늘,20쪽,주재료
418,식초,적당량,부재료
418,설탕,1/3컵,양념
418,식초,1/2컵,양념
418,[절임간장] 진간장,5컵,양념
418,설탕,1/2컵,양념
418,멸치,1/2컵,부재료
417,대구살,200g,주재료
417,계란,1개,부재료
417,쑥갓,약간,부재료
417,식용유,적당량,부재료
417,후춧가루,약간,양념
417,밀가루,약간,부재료
417,소금,약간,양념
416,마늘,3쪽,부재료
416,배추,100g,주재료
416,파슬리,약간,부재료
416,양념,레시피참조,양념
416,굴,300g,주재료
416,배,약간,부재료
416,오이,반개,부재료
416,청고추,2개,부재료
416,홍고추,2개,부재료
416,실파,30g,부재료
416,생밤,4개,부재료
415,고등어,1마리,주재료
415,생강,1큰술,양념
415,피망,1/2쪽,부재료
415,양파,1/2개,부재료
415,실파,3쪽,부재료
415,마늘,1쪽,양념
415,육수,1/2컵,양념
415,설탕,11/2큰술,양념
415,녹말,1큰술,부재료
415,간장,1/2큰술,양념
415,토마토케찹,4큰술,양념
414,쇠고기,100g,주재료
414,양파,1/2개,부재료
414,대파,1뿌리,부재료
414,표고버섯,1개,부재료
414,다진마늘,약간,양념
414,간장,2큰술,양념
414,밥,1공기,주재료
414,설탕,2/3큰술,양념
414,소금,약간,양념
414,참기름,약간,양념
414,후춧가루,약간,양념
414,깨소금,약간,양념
414,맛술,1큰술,양념
413,브로콜리,5개,주재료
413,베이컨,5장,주재료
413,채소,적당량,부재료
413,머스타드,약간,양념
413,케첩,약간,양념
412,생대구,1/2마리,주재료
412,다시마,약간,양념
412,가쓰오브시,약간,양념
412,미나리,10g,양념
412,청고추,1/2개,부재료
412,홍고추,1/2개,부재료
412,마늘,5쪽,양념
412,소금,약간,양념
412,팽이버섯,1/4봉,부재료
412,두부,1/4모,부재료
411,닭고기,500g,주재료
411,마늘,4쪽,양념
411,대파,1뿌리,양념
411,생강,1톨,양념
411,미역,10g,주재료
411,밀가루,1컵,주재료
411,깨소금,약간,양념
411,후춧가루,약간,양념
411,국간장,2큰술,양념
411,설탕,1작은술,양념
411,다진파,1/2큰술,양념
411,다진마늘,약간,양념
411,소금,약간,양념
410,설탕,1/2컵,양념
410,계핏가루,1/2큰술,양념
410,양파,5개,주재료
410,만두피,30장,주재료
410,식용유,적당량,부재료
410,물,1/2컵,양념
409,닭,300g,주재료
409,간장,3큰술,양념
409,계란,1/2개,부재료
409,녹말,4큰술,부재료
409,튀김가루,1큰술,부재료
409,마늘,1쪽,양념
409,참기름,약간,양념
409,마른고추,2개,양념
409,표고버섯,1개,부재료
409,피망,1/2개,부재료
409,고춧기름,3큰술,양념
409,청주,2큰술,양념
409,육수,2/3컵,양념
409,대파,1뿌리,양념
408,단호박,1/2개,주재료
408,황설탕,1큰술,양념
408,후춧가루,약간,양념
408,소금,약간,양념
408,버터,약간,양념
407,돼지고기,200g,주재료
407,고추장,2큰술,양념
407,고춧가루,2큰술,양념
407,간장,1/2큰술,양념
407,미림,25g,양념
407,후춧가루,약간,양념
407,다진마늘,약간,양념
407,설탕,1/2큰술,양념
407,물엿,1작은술,양념
407,깨소금,약간,양념
407,참기름,약간,양념
407,다진파,약간,양념
406,녹두,1컵,주재료
406,쌀,2컵,주재료
406,설탕,약간,양념
406,소금,약간,양념
406,물,14컵,부재료
405,꽃게,3마리,주재료
405,간장,2컵,부재료
405,물,1컵,부재료
405,생강,1개,부재료
405,마늘,12쪽,부재료
405,청고추,4개,양념
405,설탕,1큰술,양념
405,채썬마늘,4큰술,양념
405,채썬생강,2큰술,양념
405,고춧가루,1큰술,양념
405,참기름,1큰술,양념
405,깨소금,약간,양념
405,다진파,4큰술,양념
404,맛조개,6개,주재료
404,새우,3마리,주재료
404,당근,15g,부재료
404,팽이버섯,20g,부재료
404,표고버섯,1개,부재료
404,미나리,10g,부재료
404,곤약,15g,부재료
404,다시마,약간,양념
404,가쓰오브시,약간,양념
404,소금,약간,양념
404,청주,약간,양념
404,폰즈소스,약간,양념
404,와사비소스,약간,양념
404,깨소스,약간,양념
404,낙지,12g,주재료
403,밀가루,1컵,주재료
403,쇠고기,200g,주재료
403,간장,2큰술,양념
403,설탕,2큰술,양념
403,참기름,약간,양념
403,깨소금,약간,양념
403,케첩,2큰술,양념
403,양파,1/2개,부재료
403,튀김기름,적당량,부재료
403,계란,1개,부재료
403,치자,약간,부재료
403,마늘,1쪽,양념
403,피망,20g,양념
403,후춧가루,약간,양념
402,라면,1개,주재료
402,겨자,1/2큰술,양념
402,계란,1개,부재료
402,꽃상추,3장,부재료
402,깻잎,5장,부재료
402,치커리,약간,부재료
402,양파,1/2개,부재료
402,고추장,1큰술,양념
402,간장,1/2큰술,양념
402,식초,1큰술,양념
402,설탕,1큰술,양념
402,깨소금,약간,양념
402,후춧가루,약간,양념
402,마늘,약간,양념
402,쇠고기,100g,주재료
401,부추,1/4단,주재료
401,돼지고기,100g,주재료
401,양파,1개,부재료
401,청고추,1개,부재료
401,다진마늘,1큰술,양념
401,홍고추,1개,부재료
401,청정원굴소스,1과1/2큰술,양념
401,소금,약간,양념
401,참기름,약간,양념
401,깨소금,약간,양념
401,식용유,약간,양념
401,다진생강,1작은술,양념
400,오징어,1마리,주재료
400,양파,1/2개,부재료
400,홍고추,1/2개,부재료
400,양배추,1/4통,부재료
400,당근,20g,부재료
400,고추장,1큰술,양념
400,참기름,약간,양념
400,간장,1큰술,양념
400,설탕,2/3큰술,양념
400,다진파,약간,양념
400,다진마늘,약간,양념
400,깨소금,약간,양념
400,후춧가루,약간,양념
400,고춧가루,1큰술,양념
399,김치,1/4포기,주재료
399,참치,1캔,주재료
399,양파,1/2개,부재료
399,대파,1뿌리,부재료
399,홍고추,1/2개,부재료
399,청고추,1/2개,부재료
399,두부,1/4모,부재료
399,고춧가루,1작은술,양념
399,소금,약간,양념
399,참기름,약간,양념
399,팽이버섯,1/2봉지,부재료
398,바게트,6쪽,주재료
398,훈제연어,6쪽,주재료
398,상추,6장,부재료
398,사워크림,약간,부재료
398,땅콩버터,약간,양념
398,체리알,약간,부재료
398,머스터드,약간,양념
397,가래떡,250g,주재료
397,쇠고기,100g,주재료
397,마늘,1쪽,양념
397,브로콜리,40g,부재료
397,고추장,2큰술,양념
397,참기름,약간,양념
397,설탕,1큰술,양념
397,간장,1/2큰술,양념
397,후춧가루,약간,양념
397,깨소금,약간,양념
397,물,1/2컵,양념
397,고춧가루,1/2작은술,양념
396,오징어,1마리,주재료
396,맛술,약간,양념
396,모시조개,5개,주재료
396,김치,30g,주재료
396,대파,15g,부재료
396,홍고추,1/2개,부재료
