레시피 코드,재료명,재료용량,재료타입명
396,쑥갓,약간,부재료
396,다진마늘,약간,양념
396,생강,약간,양념
396,간장,1큰술,양념
396,고춧가루,1큰술,양념
396,소금,약간,양념
396,후춧가루,약간,양념
396,청고추,1개,부재료
396,양파,1개,부재료
396,호박,1개,부재료
396,다진파,약간,양념
396,두부,1/2모,주재료
395,어묵,100g,주재료
395,양파,1/4쪽,부재료
395,피망,1/4쪽,부재료
395,마늘,2쪽,양념
395,고춧가루,1큰술,양념
395,김치,50g,부재료
395,설탕,1/2큰술,양념
395,참기름,약간,양념
395,깨소금,약간,양념
395,식용유,약간,부재료
395,간장,1/2큰술,양념
394,닭,50g,주재료
394,해파리,60g,주재료
394,오이,1/2개,부재료
394,홍고추,1/2개,부재료
394,레몬,1/6쪽,부재료
394,청고추,1/2개,부재료
394,참기름,1작은술,양념
394,간장,1작은술,양념
394,설탕,2큰술,양념
394,꿀,2큰술,양념
394,소금,약간,양념
394,식초,4큰술,양념
393,골뱅이,1개,주재료
393,표고버섯,2개,부재료
393,양파,1개,부재료
393,청피망,1/4개,부재료
393,홍피망,1/4개,부재료
393,마늘,2쪽,양념
393,대파,약간,양념
393,진간장,1큰술,양념
393,깨소금,약간,양념
393,참기름,약간,양념
393,설탕,약간,양념
393,녹말,2큰술,부재료
392,가지,1개,주재료
392,참기름,약간,양념
392,소금,약간,양념
392,간장,약간,양념
392,설탕,약간,양념
392,맛술,약간,양념
392,깨소금,약간,양념
392,머스터드,1/2큰술,양념
392,마요네즈,2큰술,양념
392,설탕,1/4큰술,양념
392,밀가루,6큰술,부재료
392,계란,1개,부재료
392,빵가루,약간,부재료
392,후춧가루,약간,양념
392,돼지고기,150g,주재료
391,김치,1/4포기,주재료
391,홍합,1/2컵,주재료
391,멸치,10마리,양념
391,물,6컵,양념
391,대파,1뿌리,부재료
391,마늘,약간,양념
391,고춧가루,1/2큰술,양념
391,소금,약간,양념
391,홍고추,1개,부재료
390,마늘,5쪽,양념
390,대파,10g,부재료
390,고추기름,1큰술,양념
390,간장,2큰술,양념
390,청주,1큰술,양념
390,육수,2/3컵,양념
390,녹말,1큰술,부재료
390,참기름,1큰술,양념
390,홍고추,1개,부재료
390,계란,1개,부재료
390,다진파,약간,양념
390,소금,약간,양념
390,돼지고기,300g,주재료
390,표고버섯,2개,부재료
390,피망,1/2개,부재료
390,생강즙,약간,양념
389,참치,1/2캔,주재료
389,양파,15g,주재료
389,당근,10g,주재료
389,오이,20g,주재료
389,양상추,40g,주재료
389,적채,10g,부재료
389,설탕,1/4큰술,양념
389,소금,약간,양념
389,머스터드,약간,양념
389,토마토케첩,약간,양념
389,마요네즈,2큰술,양념
388,조기,1마리,주재료
388,홍고추,2개,부재료
388,감자,1개,부재료
388,양파,1/2개,부재료
388,물,1컵,부재료
388,청고추,2개,부재료
388,대파,1뿌리,양념
388,마늘,5쪽,양념
388,고추장,3큰술,양념
388,고춧가루,1큰술,양념
388,참기름,1큰술,양념
388,생강즙,1작은술,양념
388,소금,약간,양념
388,후춧가루,약간,양념
388,무,150g,부재료
387,밀가루,1컵,주재료
387,설탕,약간,양념
387,계란,2개,부재료
387,실파,1컵,주재료
387,쇠고기,100g,부재료
387,굴,50g,부재료
387,홍합,100g,부재료
387,조갯살,100g,부재료
387,잔새우,100g,부재료
387,다진마늘,1큰술,양념
387,식용유,약간,양념
387,다진파,1큰술,양념
387,소금,약간,양념
387,후춧가루,약간,양념
387,깨소금,약간,양념
387,참기름,약간,양념
387,고춧가루,약간,양념
387,식초,약간,양념
387,쌀가루,3큰술,주재료
386,표고버섯,20g,주재료
386,느타리버섯,30g,주재료
386,송이버섯,30g,주재료
386,양파,30g,부재료
386,감자,30g,부재료
386,호박,20g,부재료
386,후춧가루,약간,양념
386,쇠고기,30g,주재료
386,칼국수,50g,주재료
386,국간장,3큰술,양념
386,고춧가루,5큰술,양념
386,마늘,1큰술,양념
386,소금,약간,양념
386,쑥갓,10g,부재료
385,다진파,2작은술,양념
385,우묵,100g,주재료
385,오이,1/4토막,부재료
385,다시마,1장,부재료
385,멸치,5개,부재료
385,다진마늘,1작은술,양념
385,참기름,약간,양념
385,깨소금,약간,양념
385,고춧가루,약간,양념
385,설탕,1작은술,양념
385,간장,3큰술,양념
384,흰콩,2컵,주재료
384,소금,약간,양념
384,간수,5큰술,부재료
384,물,3컵,부재료
383,밥,3공기,주재료
383,참기름,약간,부재료
383,돼지고기,200g,주재료
383,청고추,1개,부재료
383,대파,1뿌리,부재료
383,다진마늘,약간,양념
383,다진생강,약간,양념
383,두반장,2큰술,양념
383,고추기름,1큰술,양념
383,간장,2큰술,양념
383,맛술,1큰술,양념
383,녹말물,50g,부재료
383,설탕,약간,양념
383,홍고추,1개,부재료
383,두부,1모,주재료
382,쌀,2컵,주재료
382,물,2컵,부재료
382,대추,6알,주재료
382,소금,약간,양념
382,은행,6알,주재료
382,느타리버섯,60g,주재료
382,스위트콘,1캔,주재료
382,밤,3톨,주재료
381,오징어,1마리,주재료
381,돼지고기,200g,주재료
381,옥수수통조림,1/2캔,부재료
381,양파,1개,부재료
381,실파,3뿌리,부재료
381,고추장,5큰술,양념
381,홍고추,1/2개,부재료
381,설탕,1큰술,양념
381,다진마늘,약간,양념
381,다진생강,약간,양념
381,물엿,3큰술,양념
381,참기름,약간,양념
381,청고추,1/2개,부재료
381,미림,1큰술,양념
380,우동면,1개,주재료
380,후춧가루,약간,양념
380,핫소스,2큰술,양념
380,간장,2큰술,양념
380,청주,3큰술,양념
380,참기름,2큰술,양념
380,양배추,20g,부재료
380,양파,1/4개,부재료
380,숙주나물,10g,부재료
380,표고버섯,1개,부재료
380,피망,1/2개,부재료
380,팽이버섯,1/2개,부재료
380,마늘,1개,양념
380,햄,70g,부재료
380,죽순,약간,부재료
380,대파,약간,부재료
380,식용유,약간,부재료
380,토마토케첩,2큰술,양념
380,설탕,2작은술,양념
380,굴소스,2큰술,양념
379,돼지고기,200g,주재료
379,마늘,3쪽,양념
379,우유,1/2컵,부재료
379,빵가루,1/2컵,부재료
379,계란,1개,부재료
379,정종,1큰술,양념
379,샐러리,1대,양념
379,돈까스소스,500g,양념
379,우스터소스,800g,양념
379,토마토케첩,450g,양념
379,버터,2큰술,양념
379,꿀,5큰술,양념
379,미림,3큰술,양념
379,사과,1개,양념
379,양파,1개,양념
379,바나나,2개,양념
379,타바스코,2큰술,양념
379,겨자,4작은술,양념
379,밥,1공기,주재료
379,밀가루,1/2컵,부재료
378,오징어,1/2마리,주재료
378,바질,약간,양념
378,홍합,6개,주재료
378,모시조개,4개,주재료
378,동태살,10g,주재료
378,꼴뚜기,3마리,주재료
378,마늘,3쪽,양념
378,양파,1/2개,부재료
378,당근,1/8개,부재료
378,샐러리,약간,부재료
378,스파게티,150g,주재료
378,토마토,1개,주재료
378,토마토페이스트,4큰술,양념
378,육수,200cc,양념
378,월계수잎,1개,양념
378,소금,약간,부재료
378,후춧가루,약간,양념
378,올리브오일,약간,양념
378,파마산치즈,약간,양념
378,새우,4마리,주재료
377,장어,20g,주재료
377,계란,5개,주재료
377,소금,약간,양념
377,식용유,약간,부재료
377,미림,약간,양념
377,다시마,약간,양념
377,설탕,약간,양념
376,장어,1/2마리,주재료
376,초생강,20g,부재료
376,산초가루,약간,양념
376,밥,1공기,주재료
376,장어뼈,약간,양념
376,진간장,3큰술,양념
376,정종,5큰술,양념
376,설탕,2큰술,양념
376,미림,2큰술,양념
376,장어대리,3큰술,양념
375,감자,1개,주재료
375,참기름,약간,양념
375,부추,약간,부재료
375,밀가루,1/3컵,주재료
375,물,약간,부재료
375,소금,약간,양념
375,식용유,약간,부재료
375,깻잎,6장,주재료
375,쇠고기,40g,부재료
375,두부,20g,부재료
375,표고버섯,1/4개,부재료
375,계란,1개,부재료
375,간장,2큰술,양념
375,설탕,1큰술,양념
375,다진파,1큰술,양념
375,다진마늘,1작은술,양념
375,양파,1개,주재료
374,해초,60g,주재료
374,미역,30g,주재료
374,오징어,1/4마리,부재료
374,새우,2마리,부재료
374,간장,2큰술,양념
374,식용유,반컵,양념
374,흰후춧가루,약간,양념
374,양파,1/4개,양념
374,당근,1/4개,양념
374,사과,1/4개,양념
374,마늘,1작은술,양념
374,레몬,약간,양념
374,식초,2큰술,양념
373,꽃게,2마리,주재료
373,청고추,1개,부재료
373,맛살조개,40g,주재료
373,오징어,1/2마리,주재료
373,애호박,1/2개,부재료
373,무,1/4개,부재료
373,팽이버섯,1/2봉,부재료
373,홍고추,1개,부재료
373,대파,1/2뿌리,부재료
373,고추장,2큰술,양념
373,고춧가루,2큰술,양념
373,마늘,1/2큰술,양념
373,국간장,1큰술,양념
373,생강,1/2작은술,양념
373,소금,약간,양념
373,후춧가루,약간,양념
373,바지락,30g,주재료
372,쇠고기,30g,주재료
372,느타리버섯,15g,부재료
372,표고버섯,15g,부재료
372,팽이버섯,15g,부재료
372,계란,1개,부재료
372,다시마국물,5큰술,양념
372,간장,약간,양념
372,설탕,약간,양념
372,미림,약간,양념
372,실파,1뿌리,부재료
371,김,1/2장,부재료
371,와사비,약간,양념
371,대파,약간,부재료
371,설탕,40g,양념
371,조미술,1컵,양념
371,가쓰오브시국물,7컵,양념
371,메밀국수,150g,주재료
371,진간장,1컵,양념
370,쇠고기,250g,주재료
370,배추,50g,부재료
370,당근,20g,부재료
370,무,20g,부재료
370,팽이버섯,20g,부재료
370,표고버섯,1개,부재료
370,쑥갓,약간,부재료
370,다시마,20g,양념
370,국물용멸치,20g,양념
370,대파,1/3뿌리,부재료
370,가래떡,20g,부재료
370,죽순,30g,부재료
370,두부,1/8모,부재료
369,쇠고기스톡,3컵,부재료
369,토마토페이스트,1과1/2큰술,양념
369,버터,1/2큰술,부재료
369,당근,1/4개,주재료
369,파슬리가루,약간,양념
369,샐러리,1/3대,주재료
369,피망,1개,주재료
369,무,20g,주재료
369,양파,1/2개,주재료
368,게살,20g,주재료
368,새우,10g,주재료
368,두부,50g,부재료
368,흰살생선,20g,주재료
368,오징어,20g,주재료
368,미원,약간,주재료
368,육수,120g,부재료
368,계란흰자,1개,부재료
368,소금,약간,양념
368,정종,약간,양념
368,참기름,약간,양념
368,전분,30g,부재료
367,새우,12마리,주재료
367,참기름,1작은술,양념
367,계란,1개,부재료
367,식용유,약간,부재료
367,양파,1/2개,부재료
367,마늘,1쪽,부재료
367,청고추,1개,부재료
367,홍고추,1개,부재료
367,대파,1/2뿌리,부재료
367,생강,1쪽,부재료
367,간장,1큰술,양념
367,식초,1큰술,양념
367,육수,1큰술,양념
367,후춧가루,약간,양념
367,녹말,1/2컵,부재료
366,연어알,60g,주재료
366,밥,2공기,주재료
366,와사비,약간,부재료
366,소금,1/4큰술,양념
366,식초,1과1/2큰술,양념
366,설탕,2/3큰술,양념
366,김,2장,부재료
365,미나리,6줄기,부재료
365,팽이버섯,30g,부재료
365,계란,2개,부재료
365,가쓰오브시국물,14큰술,양념
365,미림,2작은술,양념
365,설탕,2큰술,양념
365,밥,2공기,주재료
365,쇠고기,60g,주재료
365,양파,1/2개,부재료
365,간장,4큰술,양념
364,콩나물,40g,주재료
364,미나리,3줄기,주재료
364,고춧가루,1큰술,양념
364,다진마늘,약간,양념
364,참기름,약간,양념
364,깨소금,약간,양념
364,다진파,약간,양념
364,소금,약간,양념
363,냉동만두,1/2봉지,주재료
363,양상추,3잎,주재료
363,오이,1/3개,부재료
363,양파,1/2개,부재료
363,마요네즈,1큰술,양념
363,토마토,1개,부재료
363,머스터드,2큰술,양념
363,꿀,1큰술,양념
363,식초,1/2큰술,양념
363,올리브,5개,부재료
362,찹쌀가루,160g,주재료
362,소금,약간,양념
362,대추,2알,부재료
362,물,3큰술,양념
362,식용유,적당량,부재료
362,설탕,3큰술,양념
362,쑥갓,약간,부재료
361,무,2011-01-02,주재료
361,미나리,10줄기,부재료
361,배,2011-01-03,부재료
361,식초,1큰술,양념
361,생강,약간,부재료
361,소금,1큰술,양념
361,설탕,1큰술,양념
361,당근,1/4개,부재료
360,찹쌀,40g,주재료
360,팥,20g,부재료
360,수수,30g,부재료
360,쌀,40g,주재료
360,쇠고기,20g,부재료
360,김,1장,부재료
360,콩,30g,부재료
360,간장,약간,양념
360,참기름,약간,양념
360,후춧가루,약간,양념
360,깨소금,약간,양념
360,조,30g,부재료
360,미나리,2줄기,부재료
359,게살,50g,부재료
359,오이,20g,부재료
359,아보카도,1/2개,부재료
359,계란,1개,부재료
359,박고지,1줄기,부재료
359,날치알,3큰술,부재료
359,초생강,약간,부재료
359,통깨,약간,양념
359,밥,1그릇,주재료
359,식초,1과1/2큰술,양념
359,설탕,2/3큰술,양념
359,소금,1/4큰술,양념
359,단무지,약간,부재료
359,김,1장,주재료
358,소금,1/4큰술,양념
358,김,5장,주재료
358,계란노른자,3개,부재료
358,설탕,2/3큰술,양념
358,파슬리,2큰술,양념
358,밥,1공기,주재료
358,식초,1과1/2큰술,양념
358,오보로,2큰술,부재료
357,페투치네,200g,주재료
357,베이컨,120g,주재료
357,양파,1/2개,부재료
357,생크림,100cc,부재료
357,계란노른자,2개,부재료
357,오레가노,약간,양념
357,올리브오일,약간,부재료
357,소금,약간,양념
357,흰후추,약간,양념
357,바질,약간,양념
357,마늘,2쪽,양념
356,돼지고기,600g,주재료
356,양파,15g,부재료
356,당근,10g,부재료
356,깻잎,15g,부재료
356,대파,1뿌리,부재료
356,설탕,약간,양념
356,소금,약간,양념
356,식초,약간,양념
356,통후추,약간,양념
356,양겨자,1큰술,양념
355,쌀,1컵,주재료
355,시금치,30g,주재료
355,일본된장,1큰술,양념
355,가쓰오브시,약간,양념
355,쇠고기,15g,부재료
355,참기름,약간,양념
355,다시마,1장,양념
354,고구마,2개,주재료
354,생크림,1/3컵,부재료
354,파슬리가루,약간,양념
354,소금,약간,양념
354,치즈가루,약간,양념
354,모짜렐라치즈,50g,부재료
353,두부,1/2모,주재료
353,양배추,15g,주재료
353,양파,15g,부재료
353,대파,5g,부재료
353,홍고추,1개,부재료
353,깨소금,약간,양념
353,다진파,1큰술,양념
353,다진마늘,1/2큰술,양념
353,고춧가루,1과1/2큰술,양념
353,간장,2큰술,양념
353,참기름,약간,양념
353,풋고추,1개,부재료
352,고등어,1마리,주재료
352,무,1/2개,부재료
352,대파,2뿌리,부재료
352,다시마국물,7컵,부재료
352,된장,50g,양념
352,술,2011-03-04,양념
352,간장,3큰술,양념
352,미림,6큰술,양념
352,설탕,3큰술,양념
351,식용유,약간,부재료
351,참기름,약간,양념
351,깨소금,약간,양념
351,소금,약간,양념
351,무,70g,주재료
350,라이스페이퍼,8장,주재료
350,소금,약간,양념
350,오징어,1/2마리,주재료
350,오이,1/2개,부재료
350,양파,1/2개,부재료
350,표고버섯,3장,부재료
350,키위,1개,부재료
350,파인애플,1쪽,부재료
350,간장,1큰술,양념
350,물,1큰술,양념
350,청고추,1작은술,양념
350,설탕,약간,양념
350,깨소금,약간,양념
350,다진홍고추,1작은술,양념
350,당근,1/2개,부재료
350,식초,약간,양념
350,쌀국수,50g,주재료
349,스파게티,200g,주재료
349,소금,약간,양념
349,오징어,1/2마리,주재료
349,새우,3마리,주재료
349,양파,1/2개,부재료
349,샐러리,1대,부재료
349,양송이,2개,부재료
349,다진마늘,1작은술,부재료
349,홀토마토,1/2컵,주재료
349,버터,1큰술,부재료
349,밀가루,1큰술,부재료
349,오레가노,약간,양념
349,올리브오일,2큰술,부재료
349,파마산치즈,약간,양념
349,토마토,1개,부재료
349,후춧가루,약간,양념
349,홍합,100g,주재료
348,단호박,100g,주재료
348,계란,1개,부재료
348,식용유,2컵,부재료
348,튀김가루,50g,부재료
348,밀가루,50g,부재료
347,파래,50g,주재료
347,당근,10g,부재료
347,간장,1큰술,양념
347,설탕,2큰술,양념
347,식초,1과1/2큰술,양념
347,참기름,약간,양념
347,깨소금,약간,양념
346,쇠고기,2쪽,주재료
346,당근,20g,부재료
346,감자,20g,부재료
346,오이,20g,부재료
346,밀가루,4큰술,부재료
346,레드와인,4큰술,양념
346,육수,3컵,부재료
346,우스터소스,1큰술,양념
346,토마토페스트,1큰술,양념
346,소금,1작은술,양념
346,후춧가루,약간,양념
346,버터,4큰술,부재료
345,소금,약간,양념
345,참기름,약간,양념
345,칼국수,120g,주재료
345,다시마,10g,양념
345,새우,4마리,주재료
345,간장,2큰술,양념
345,호박,15g,부재료
345,감자,15g,부재료
345,대파,5g,부재료
345,청고추,5g,부재료
345,바지락,100g,주재료
344,무,1/4개,주재료
344,고춧가루,1작은술,양념
344,식초,1과 1/2큰술,양념
344,설탕,1과 2/3큰술,양념
344,깨소금,약간,양념
344,참기름,약간,양념
344,다진파,1작은술,부재료
344,다진마늘,1/2작은술,부재료
344,소금,약간,양념
343,오징어,1마리,주재료
343,소금,3큰술,양념
343,다진파,1큰술,양념
343,다진마늘,1/2큰술,양념
343,다진생강,1/4큰술,양념
343,고춧가루,2큰술,양념
342,꽁치,1마리,주재료
342,소금,3큰술,양념
342,간장,1큰술,양념
342,레몬,1/8조각,양념
342,와사비,약간,양념
341,호박,20g,주재료
341,양파,20g,주재료
341,두부,15g,주재료
341,소금,약간,양념
341,홍고추,1/2개,부재료
341,된장,한큰술,양념
341,국멸치,5개,양념
341,대파,5g,부재료
340,상추,10g,주재료
340,들깻잎,10g,주재료
340,쑥갓,5g,주재료
340,케일,10g,주재료
340,깨소금,약간,양념
340,설탕,1/2작은술,양념
340,식초,1/2작은술,양념
340,조림간장,1/4작은술,양념
340,참기름,약간,양념
340,고춧가루,1작은술,양념
339,찹쌀,1/4되,주재료
339,콩,1/2컵,부재료
339,소금,1큰술,양념
338,밥,60g,주재료
338,보리,10g,주재료
338,콩나물,40g,주재료
338,소금,1큰술,양념
338,당근,15g,부재료
338,다진쇠고기,30g,주재료
338,오이,20g,주재료
337,당근,1/4개,부재료
337,옥수수통조림,2큰술,부재료
337,다진파,1큰술,양념
337,소금,약간,양념
337,청정원맛선생,약간,양념
337,설탕,1/4작은술,양념
337,계란,2개,주재료
337,시금치,10g,부재료
337,물,1/2컵,양념
337,후춧가루,약간,양념
336,닭살,100g,주재료
336,닭육수,200g,주재료
336,죽순,10g,주재료
336,당근,10g,부재료
336,실파,2뿌리,부재료
336,녹말,약간,부재료
336,표고버섯,1개,부재료
336,소금,약간,양념
336,후춧가루,약간,양념
336,참기름,약간,양념
336,계란,1개,부재료
335,바게트,1개,주재료
335,파슬리가루,1작은술,부재료
335,마늘,2톨,부재료
335,버터,2큰술,부재료
334,감자,300g,주재료
334,양파,60g,주재료
334,대파,30g,주재료
334,버터,30g,주재료
334,후춧가루,약간,양념
334,계란노른자,1개,부재료
334,생크림,84g,부재료
334,소금,약간,양념
334,육수,750g,주재료
333,닭다리,150g,주재료
333,대파,1뿌리,양념
333,생강,1쪽,양념
333,맛술,1큰술,양념
333,물,10컵,주재료
333,후춧가루,약간,양념
333,중국부추,50g,주재료
333,당근,50g,부재료
333,간장,1큰술,양념
333,소금,약간,양념
333,소면,400g,주재료
332,김,2장,주재료
332,오징어,1/2마리,주재료
332,무,30g,주재료
332,고춧가루,3큰술,주재료
332,설탕,2큰술,양념
332,밥,2공기,주재료
332,까나리액젓,1큰술,양념
332,참기름,약간,양념
332,깨소금,약간,양념
332,다진파,약간,양념
332,다진마늘,약간,양념
332,식초,4큰술,양념
331,고추,150g,주재료
331,찹쌀가루,1/2컵,주재료
331,설탕,약간,주재료
331,소금,약간,주재료
331,식용유,4컵,부재료
330,쇠고기,200g,주재료
330,찹쌀가루,1/2컵,주재료
330,간장,2큰술,양념
330,후춧가루,약간,양념
330,설탕,2큰술,주재료
330,기름,1/4컵,부재료
330,겨자,2큰술,주재료
330,식초,2큰술,주재료
330,참기름,약간,양념
329,미림,약간,양념
329,대구,1/2마리,주재료
329,무,30g,주재료
329,콩나물,25g,주재료
329,홍고추,1개,주재료
329,후춧가루,약간,양념
329,미나리,20g,주재료
329,팽이버섯,20g,부재료
329,고춧가루,2큰술,양념
329,고추장,1큰술,양념
329,소금,약간,양념
329,청고추,1개,주재료
328,완두콩,3큰술,주재료
328,옥수수,3큰술,주재료
328,당근,1/4개,주재료
328,감자,1/4개,주재료
328,껍질콩,5개,주재료
328,참기름,1큰술,양념
328,간장,1/2큰술,양념
328,굴소스,1/2큰술,양념
328,식용유,약간,부재료
328,소금,약간,양념
328,후춧가루,약간,양념
328,다진마늘,1작은술,양념
327,밥,2공기,주재료
327,오징어,1마리,주재료
327,양파,2/3개,부재료
327,피망,1/2개,부재료
327,실파,10g,부재료
327,식용유,약간,부재료
327,후춧가루,약간,양념
327,고추장,1큰술,양념
327,두반장,1큰술,양념
327,설탕,약간,양념
327,깨소금,약간,양념
327,소금,약간,양념
327,물,1/3컵,양념
326,미역,150g,주재료
326,홍합,10개,주재료
326,소금,1작은술,양념
326,후춧가루,1/4작은술,양념
326,간장,3큰술,양념
326,물,3큰술,부재료
326,참기름,1큰술,주재료
325,찹쌀,1컵,주재료
325,양송이버섯,5개,주재료
325,호박,50g,부재료
325,실파,3뿌리,부재료
325,당근,30g,부재료
325,소금,1작은술,양념
325,양파,1/3개,부재료
325,참기름,1큰술,양념
325,물,6컵,양념
325,깨소금,1큰술,양념
325,깻잎,3장,부재료
324,청피망,1/2개,주재료
324,파,2큰술,양념
324,다진마늘,2작은술,양념
324,고춧가루,2작은술,양념
324,간장,1큰술,양념
324,홍피망,1/2개,주재료
324,애호박,1개,주재료
324,식용유,적당량,주재료
324,참기름,1작은술,양념
324,깨소금,약간,양념
324,참기름,약간,양념
324,새우젓국,1큰술,양념
323,도라지,100g,주재료
323,오이,1개,부재료
323,오징어,1마리,주재료
323,고추장,2큰술,양념
323,고춧가루,1작은술,양념
323,소금,약간,부재료
323,식초,2큰술,양념
323,물엿,1큰술,양념
323,참기름,약간,양념
323,깨소금,약간,양념
323,간장,1작은술,양념
322,칼국수,300g,주재료
322,바지락,200g,주재료
322,양파,1개,부재료
322,애호박,1/4개,주재료
322,후춧가루,약간,양념
322,맛술,1큰술,양념
322,청장,2큰술,양념
322,소금,약간,양념
322,다진마늘,1큰술,양념
321,오징어채,100g,주재료
321,고추장,1큰술,주재료
321,설탕,1큰술,주재료
321,참기름,1작은술,양념
321,식용유,2큰술,부재료
321,물엿,1작은술,양념
321,술,1큰술,양념
320,김치,1/3포기,주재료
320,밥,2공기,주재료
320,감자,1/4개,부재료
320,양파,1/2개,부재료
320,계란,2개,부재료
320,식용유,약간,부재료
320,소금,약간,양념
320,후춧가루,약간,양념
320,햄,60g,부재료
319,닭봉,10개,주재료
319,도라지,100g,부재료
319,대파,2뿌리,주재료
319,마늘,3쪽,부재료
319,생강,1개,부재료
319,고춧가루,3큰술,양념
319,후춧가루,적당량,양념
319,다진마늘,1큰술,양념
319,생강즙,2작은술,양념
319,간장,2큰술,양념
319,참기름,1큰술,양념
319,소금,적당량,양념
319,고사리,100g,주재료
319,닭육수,3큰술,양념
318,파스타,250g,주재료
318,표고버섯,150g,주재료
318,느타리버섯,100g,주재료
318,양송이버섯,100g,주재료
318,올리브오일,적당량,부재료
318,파,1대,부재료
318,화이트와인,3큰술,양념
318,간장,3큰술,양념
318,다진마늘,2큰술,양념
317,설탕,1큰술,양념
317,소금,약간,양념
317,후춧가루,약간,양념
317,쌀국수,30g,주재료
317,돼지고기,20g,주재료
317,간장,1작은술,양념
317,청고추,1개,부재료
317,대파,1/2뿌리,양념
317,마늘,1쪽,양념
317,생강,1작은술,양념
317,굴소스,1큰술,양념
317,숙주나물,30g,주재료
316,돼지고기,300g,주재료
316,부추,200g,주재료
316,대파,1/2뿌리,부재료
316,생강,1큰술,양념
316,밀가루,3컵,주재료
316,소금,1작은술,양념
316,참기름,1큰술,양념
316,후춧가루,약간,양념
316,간장,2큰술,양념
315,쇠고기,400g,주재료
315,새송이버섯,300g,주재료
315,진간장,3큰술,양념
315,설탕,2큰술,양념
