레시피 코드,재료명,재료용량,재료타입명
161,표고버섯,2장,부재료
161,당근,30g,부재료
161,두부,50g,주재료
161,당면,30g,주재료
161,피망,40g,부재료
161,양상추,30g,부재료
161,설탕,1/2큰술,양념
161,다진파,2큰술,양념
161,다진마늘,1큰술,양념
161,참기름,1큰술,양념
161,식초,2작은술,양념
160,닭,500g,주재료
160,식용유,약간,부재료
160,간장,1큰술,양념
160,청주,1큰술,양념
160,식용유,1큰술,양념
160,소금,약간,양념
160,생강즙,1작은술,양념
160,다진파,2큰술,양념
160,후춧가루,약간,양념
160,녹말가루,3큰술,부재료
160,튀김가루,3큰술,부재료
160,다진마늘,1큰술,양념
159,배추김치,1/8포기,주재료
159,식용유,약간,부재료
159,죽순,50g,주재료
159,양송이버섯,2개,주재료
159,피망,1/2개,부재료
159,마른고추,1개,부재료
159,대파,1/2뿌리,부재료
159,마늘,2톨,부재료
159,생강,1/3개,부재료
159,청주,1큰술,양념
159,소금,약간,양념
159,후추,약간,양념
159,참기름,약간,양념
159,간장,1작은술,양념
159,돼지고기,80g,주재료
158,고추장,1큰술,주재료
158,양파,1/4개,부재료
158,마늘,5톨,부재료
158,된장,3큰술,주재료
158,고춧가루,1큰술,양념
158,참기름,1작은술,양념
158,파,1/5뿌리,부재료
157,느타리버섯,800g,주재료
157,쇠고기,100g,주재료
157,배,1/4개,부재료
157,오이,1/2개,부재료
157,당근,1/2개,부재료
157,소금,약간,양념
157,후춧가루,약간,양념
157,참기름,2큰술,양념
157,통깨,약간,양념
157,간장,2큰술,양념
157,꿀,1큰술,양념
157,[쇠고기양념] 다진파,1작은술,양념
157,다진마늘,1/2작은술,양념
157,참기름,약간,양념
157,식용유,1큰술,부재료
157,설탕,1/2작은술,양념
157,간장,2/3큰술,양념
157,당면,100g,주재료
157,양파,1/2개,부재료
156,고등어,1마리,주재료
156,무,1/3개,주재료
156,대파,1/2뿌리,부재료
156,간장,2큰술,양념
156,고추장,1큰술,양념
156,고춧가루,1큰술,양념
156,물,2/3컵,양념
156,청주,1큰술,양념
156,다진파,3큰술,양념
156,다진마늘,2큰술,양념
156,생강즙,1큰술,양념
156,후춧가루,1/4작은술,양념
156,실고추,약간,양념
156,설탕,1큰술,양념
155,쇠고기,100g,주재료
155,후춧가루,약간,양념
155,팽이버섯,40g,주재료
155,실파,2뿌리,부재료
155,홍고추,3개,부재료
155,물,3컵,부재료
155,국간장,1작은술,양념
155,소금,약간,양념
155,간장,1큰술,양념
155,설탕,1작은술,양념
155,다진파,1작은술,양념
155,다진마늘,1/2큰술,양념
155,참기름,1큰술,양념
155,깨소금,1/2큰술,양념
155,목이버섯,5g,주재료
154,토란,300g,주재료
154,쇠고기,200g,주재료
154,다시마,15cm,부재료
154,무,200g,주재료
154,소금,약간,양념
154,국간장,1큰술,양념
154,다진마늘,1큰술,양념
154,후춧가루,약간,양념
154,참기름,약간,양념
154,대파,1/2뿌리,부재료
153,쇠고기(힘줄없는부위),150g,주재료
153,표고버섯,3장,주재료
153,도라지,100g,주재료
153,당근,1개,주재료
153,오이,1개,주재료
153,식용유/소금/참기름/잣가루,약간씩,부재료
153,후추,약간,양념
153,설탕,1큰술,양념
153,다진파,1큰술,양념
153,다진마늘,2작은술,양념
153,깨소금,2작은술,양념
153,참기름,1작은술,양념
153,진간장,2큰술,양념
152,석이버섯,4장,주재료
152,느타리버섯,200g,주재료
152,실고추,약간,부재료
152,간장,2작은술,양념
152,다진파,1큰술,양념
152,다진마늘,1/2큰술,양념
152,참기름,1작은술,양념
152,깨소금,1작은술,양념
152,후춧가루,약간,양념
152,포도씨유,약간,부재료
152,녹두,2컵,주재료
152,물,1과1/3컵,부재료
152,소금,1작은술,부재료
152,돼지고기,100g,주재료
152,숙주,100g,주재료
152,대파,1/4뿌리,부재료
151,멥쌀,2되,주재료
151,소금,2큰술,주재료
151,쑥,300g,주재료
151,대추,10알,주재료
151,솔잎,약간,주재료
151,참기름,약간,양념
151,계핏가루,약간,양념
151,소금,약간,부재료
151,깨,1/2컵씩,부재료
151,녹두,1/2컵씩,부재료
151,꿀,2큰술,양념
151,설탕,2큰술,양념
151,물,10컵,부재료
151,풋콩,1컵,부재료
150,배추,200g,주재료
150,무,1/4개,주재료
150,쇠고기,60g,주재료
150,물,8컵,부재료
150,대파,1/2뿌리,부재료
150,식용유,약간,부재료
150,후춧가루,약간,양념
150,된장,2큰술,부재료
150,소금,약간,부재료
150,다진파,1작은술,양념
150,다진마늘,1작은술,양념
150,참기름,1작은술,양념
150,깨소금,1작은술,양념
150,고추장,2작은술,부재료
149,돼지고기,300g,주재료
149,소금,¼작은술,양념
149,생강즙,2작은술,양념
149,붉은 고추,5개,주재료
149,꼬치, ,부재료
149,찹쌀가루,3큰술,부재료
149,후추,약간,양념
149,식용유,약간,부재료
149,무순,1봉,주재료
148,강력분,300g,주재료
148,드라이이스트,6g,주재료
148,설탕,30g,주재료
148,소금,5g,부재료
148,계란,1개,부재료
148,검은깨,1큰술,부재료
148,버터,45g,부재료
148,오렌지마멀레이드,100g,부재료
148,건포도,약간,부재료
148,계란노른자,½개,부재료
148,우유,½컵,부재료
148,우유,150ml,부재료
147,깻잎,10장,부재료
147,찹쌀가루,4큰술,부재료
147,참기름,1작은술,양념
147,통후추,약간,양념
147,소금,약간,양념
147,고춧가루,3큰술,양념
147,대파,1대,부재료
147,진간장,½큰술,양념
147,설탕,1작은술,양념
147,아귀,500g,주재료
147,미더덕,120g,주재료
147,콩나물,300g,주재료
147,미나리,50g,부재료
147,고추장,1큰술,양념
146,곱창,300g,주재료
146,밀가루,약간,부재료
146,대파,1뿌리,부재료
146,마늘,2쪽,양념
146,생강,1톨,양념
146,물,6컵,부재료
146,당근,⅓개,부재료
146,양배추,100g,부재료
146,양파,1개,부재료
146,표고버섯,4장,부재료
146,미나리,60g,주재료
146,우동면,100g,부재료
146,쑥갓,약간,주재료
146,소금,약간,양념
146,후추,약간,양념
146,고춧가루,1큰술,양념
146,고추장,1큰술,양념
146,간장,1큰술,양념
146,다진파,2큰술,양념
146,양,150g,주재료
145,햄,150g,주재료
145,다진마늘,1작은술,양념
145,베이컨,5장,부재료
145,김치,1/2포기,주재료
145,두부,1/3모,부재료
145,홍고추,2개,부재료
145,청고추,2개,부재료
145,깻잎,10장,부재료
145,스파게티,50g,부재료
145,쑥갓,약간,부재료
145,양송이버섯,2개,부재료
145,물,4컵,부재료
145,고춧가루,3큰술,양념
145,고추장,1작은술,양념
145,설탕,1큰술,양념
145,다진파,1큰술,양념
145,프랑크소시지,2개,주재료
144,감자,2개,주재료
144,당근,1개,부재료
144,양파,1개,부재료
144,샐러리,2대,부재료
144,양송이버섯,8개,부재료
144,후춧가루,약간,양념
144,물,6컵,부재료
144,월계수잎,1장,양념
144,버터,2큰술,부재료
144,소금,약간,양념
144,홀토마토,4개,주재료
143,시금치,70g,주재료
143,양송이버섯,4개,주재료
143,베이컨,4장,주재료
143,파마산치즈치즈,1큰술,부재료
143,후춧가루,약간,양념
143,레몬주스,1/2컵,양념
143,올리브오일,1과 1/2컵,양념
143,소금,약간,양념
143,레몬드레싱,4큰술,양념
142,다진양파,1작은술,양념
142,올리브오일,2큰술,양념
142,훈제연어,160g,주재료
142,케이퍼,약간,부재료
142,트레비스,30g,부재료
142,양파,30g,부재료
142,앤다이브,40g,주재료
141,사과,1개,주재료
141,자몽,1개,주재료
141,오렌지마요네즈,4큰술,양념
141,오이,1개,주재료
141,딸기,4개,주재료
141,샐러리,1대,주재료
140,컬리플라워,200g,주재료
140,오징어,1마리,주재료
140,소금,약간,부재료
140,마요네즈,3큰술,양념
140,머스터드,2작은술,양념
140,새우,8마리,주재료
139,양상추,50g,주재료
139,소금,약간,부재료
139,수삼,1뿌리,주재료
139,배,1/4개,부재료
139,밤,4개,부재료
139,대추,2개,부재료
139,오이,1/4개,부재료
139,머스터드,2작은술,양념
139,마요네즈,3큰술,양념
139,설탕,약간씩,부재료
139,후춧가루,약간,양념
139,레몬즙,1큰술,양념
139,설탕,1큰술,양념
139,요리술,약간,부재료
139,닭고기,100g,주재료
138,밥,4공기,주재료
138,다진마늘,약간,양념
138,느타리버섯,100g,주재료
138,표고버섯,3장,주재료
138,양송이버섯,3개,주재료
138,목이버섯,6장,주재료
138,팽이버섯,1/2봉지,주재료
138,양파,1/2개,부재료
138,당근,1/3개,부재료
138,미나리,3줄기,부재료
138,간장,2큰술,양념
138,들깨,1큰술,양념
138,육수,약간,양념
138,녹말,2큰술,양념
138,참기름,1작은술,양념
138,후춧가루,약간,양념
138,간장,2작은술,양념
138,설탕,1작은술,양념
138,청주,1~2큰술,양념
138,쇠고기,80g,주재료
137,식빵,4장,주재료
137,쇠고기,200g,주재료
137,양상추,4잎,부재료
137,토마토,1개,부재료
137,후춧가루,약간,양념
137,슬라이스치즈,4장,부재료
137,버터,2큰술,양념
137,겨자,2작은술,양념
137,소금,1/4작은술,양념
137,피클,4개,부재료
136,후루츠칵테일,50g,부재료
136,은박컵,1개,부재료
136,감자,2개,주재료
136,파슬리가루,약간,양념
136,우유,3큰술,부재료
136,설탕,4작은술,양념
136,계핏가루,1/2작은술,양념
136,버터,3큰술,부재료
135,유부,10장,주재료
135,계란,4개,주재료
135,물,1컵,부재료
135,간장,1작은술,양념
135,맛살,30g,부재료
135,설탕,1작은술,양념
135,소금,1작은술,양념
135,후춧가루,약간,양념
135,실파,12뿌리,부재료
135,소금,1작은술,양념
134,밥,300g,주재료
134,청피망,30g,부재료
134,당근,30g,부재료
134,식용유,약간,부재료
134,소금,약간,양념
134,간장,1큰술,양념
134,설탕,1/2큰술,양념
134,다진파,2작은술,양념
134,다진마늘,1작은술,양념
134,참기름,1작은술,양념
134,후춧가루,약간,양념
134,상추,2장,부재료
134,깨소금,약간,양념
134,파슬리,10g,부재료
134,토마토,1개,부재료
134,쇠고기,100g,주재료
133,닭고기,2마리,주재료
133,찹쌀,1/2컵,부재료
133,마늘,4쪽,부재료
133,대추,4개,부재료
133,후춧가루,약간,양념
133,대파,1뿌리,양념
133,생강,1쪽,부재료
133,물,8컵,부재료
133,소금,약간,양념
133,수삼,4뿌리,양념
132,스파게티,150g,주재료
132,생크림,3/4컵,주재료
132,햄,10g,부재료
132,베이컨,10g,부재료
132,바질,1/2작은술,양념
132,후춧가루,약간,양념
132,화이트와인,약간,부재료
132,버터,7g,양념
132,소금,약간,양념
132,우유,1컵,주재료
132,양파,5g,부재료
131,배,1/4쪽,주재료
131,잣가루,1작은술,주재료
131,오이,1/2개,부재료
131,잣,약간,주재료
131,상추,4장,부재료
131,쇠고기,30g,주재료
131,참기름,1작은술,양념
131,깨소금,1작은술,양념
131,후춧가루,1/2작은술,양념
131,설탕,1과1/2작은술,양념
131,계란노른자,1개,부재료
131,간장,2와1/2작은술,양념
130,두부,1/2모,주재료
130,홍고추,약간,부재료
130,간장,1과1/2큰술,양념
130,설탕,1/2큰술,양념
130,실고추,약간,양념
130,후춧가루,약간,양념
130,통깨,약간,부재료
130,참기름,약간,양념
130,물엿,1/2큰술,양념
129,골뱅이통조림,200g,주재료
129,소면,100g,부재료
129,대파,30g,부재료
129,양파,50g,주재료
129,당근,30g,부재료
129,샐러리,½대,부재료
129,고추장,3큰술,양념
129,고춧가루,3큰술,양념
129,식초,3큰술,양념
129,진간장,1큰술,양념
129,설탕,1과½큰술,양념
129,깨소금,1큰술,양념
129,참기름,1큰술,양념
129,다진마늘,2큰술,양념
129,오이,50g,주재료
128,쇠고기,300g,주재료
128,양파,1개,부재료
128,다진파,1큰술,양념
128,다진마늘,1/2큰술,양념
128,밀가루,약간,부재료
128,설탕,2큰술,양념
128,깨소금,약간,양념
128,참기름,1큰술,양념
128,후춧가루,1작은술,양념
128,간장,3큰술,양념
127,쇠고기,400g,주재료
127,팽이버섯,2봉지,주재료
127,당근,1토막,주재료
127,부추,150g,주재료
127,육수,5컵,부재료
127,물,4컵,부재료
127,맛술,2큰술,양념
127,술,3큰술,부재료
127,깨소금,4큰술,양념
127,된장,1큰술,양념
127,설탕,1큰술,양념
127,간장,2큰술,양념
127,다시마,15cm,부재료
126,가지,1개,주재료
126,마른새우,20g,주재료
126,식용유,1큰술,부재료
126,진간장,1작은술,양념
126,소금,약간,양념
126,다진마늘,1작은술,양념
126,참기름,1/2큰술,양념
126,깨소금,1/2큰술,부재료
126,다진파,1작은술,양념
125,식용유,약간,부재료
125,간장,2큰술,양념
125,설탕,2작은술,양념
125,미림,1큰술,양념
125,마른고추,1개,양념
125,녹말,1/3컵,부재료
125,물,1/2컵,양념
125,고등어,1마리,주재료
125,소금,1/2작은술,부재료
125,청주,1큰술,부재료
125,생강,1쪽,양념
124,도토리묵,1/2모,주재료
124,청포묵,1/2모,주재료
124,오이,1/2개,부재료
124,게맛살,1개,부재료
124,깨소금,1작은술,양념
124,설탕,1작은술,양념
124,식초,1큰술,양념
124,홍고추,1개,양념
124,참기름,1작은술,양념
124,간장,2큰술,양념
123,가는파,100g,주재료
123,양파,1/4개,주재료
123,돼지고기,80g,주재료
123,청주,1작은술,주재료
123,간장,1큰술,양념
123,생강,1쪽,부재료
123,참기름,1작은술,양념
123,마늘,2쪽,주재료
123,생강,1쪽,주재료
123,식용유,3큰술,주재료
123,후춧가루,약간,주재료
123,소금,1/2작은술,양념
123,굵은파,1/2뿌리,주재료
122,감자,1개,주재료
122,청고추,2개,부재료
122,홍고추,1개,부재료
122,식용유,2와1/2큰술,부재료
122,흰후춧가루,약간,양념
122,참기름,1큰술,양념
122,설탕,1작은술,양념
122,소금,1/2작은술,양념
122,간장,1큰술,양념
121,꽁치,2마리,주재료
121,소금,1/2작은술,부재료
121,실파,1뿌리,부재료
121,생강,1쪽,양념
121,설탕,2큰술,양념
121,청주,3큰술,양념
121,물,2큰술,양념
121,간장,4큰술,양념
120,계란,4개,주재료
120,국수,100g,주재료
120,새우,200g,부재료
120,게맛살,2개,부재료
120,치커리,약간,부재료
120,소금,약간,양념
120,다시물,1/2컵,양념
120,간장,2큰술,양념
120,맛술,1큰술,양념
120,와사비,약간,양념
120,무,약간,양념
120,미나리,약간,부재료
119,당근,1/8개,부재료
119,햄,30g,주재료
119,게맛살,2개,주재료
119,다진마늘,1큰술,부재료
119,대파,1/2뿌리,부재료
119,고춧가루,2큰술,양념
119,홍고추,1개,부재료
119,깨소금,약간,양념
119,라면,4개,주재료
119,배추김치,1/4포기,주재료
119,표고버섯,4개,주재료
119,콩나물,50g,주재료
119,청고추,1개,부재료
119,참기름,약간,양념
118,밥,800g,주재료
118,계란,2개,주재료
118,돼지고기,200g,주재료
118,당근,50g,부재료
118,식용유,약간,부재료
118,표고버섯,4장,부재료
118,대파,1뿌리,부재료
118,소금,약간,양념
118,후춧가루,약간,양념
118,양파,1개,부재료
117,두부,1모,주재료
117,미역,100g,주재료
117,양파,1/2개,부재료
117,통깨,1큰술,양념
117,간장,1/4컵,양념
117,참기름,1큰술,양념
117,설탕,1큰술,양념
117,홍고추,1/2개,부재료
116,양배추,4장,주재료
116,쇠고기,100g,주재료
116,돼지고기,100g,주재료
116,양파,1/4개,부재료
116,당근,1/4개,부재료
116,간장,1/2큰술,양념
116,소금,1/3작은술,양념
116,후춧가루,약간,양념
116,넛맥,1/5작은술,양념
116,빵가루,1/3컵,부재료
116,물,2컵,부재료
116,계란,1/2개,부재료
115,계란,4개,주재료
115,우유,2큰술,부재료
115,소금,1/3작은술,양념
115,토마토케첩,약간,양념
115,식용유,1큰술,부재료
115,버터,1큰술,부재료
115,후춧가루,약간,양념
114,두부,1모,주재료
114,배추김치,1/2포기,주재료
114,다진파,1큰술,양념
114,소금,약간,양념
114,깻잎,10장,부재료
114,깨소금,1큰술,부재료
114,참기름,1큰술,양념
114,다진마늘,1/2큰술,양념
113,소금,1큰술,부재료
113,양파,1개,부재료
113,호박,1/2개,부재료
113,대파,2뿌리,부재료
113,청고추,2개,부재료
113,홍고추,2개,부재료
113,낙지,2마리,주재료
113,고춧가루,1/2큰술,양념
113,간장,1큰술,양념
113,참기름,1/2큰술,양념
113,생강즙,약간,양념
113,설탕,1작은술,양념
113,깨소금,1큰술,양념
113,고추장,2큰술,양념
112,김치,200g,주재료
112,쇠고기,100g,주재료
112,표고버섯,5장,주재료
112,통도라지,100g,주재료
112,소금,약간,양념
112,계란,3개,부재료
112,식용유,3큰술,부재료
112,참기름,약간,양념
112,밀가루,1/2컵,부재료
111,꽁치,1통,주재료
111,무,50g,주재료
111,진간장,2큰술,양념
111,생강즙,약간,양념
111,식용유,1큰술,부재료
111,다진마늘,1작은술,양념
111,고춧가루,1/2큰술,양념
111,물,1/2컵,부재료
111,다진파,1큰술,양념
110,쌀,3컵,주재료
110,식초,3큰술,양념
110,설탕,1큰술,양념
110,소금,1작은술,양념
110,고추냉이,약간,양념
110,오징어,150g,주재료
110,문어,100g,주재료
110,새우,8마리,주재료
110,참치,150g,주재료
109,돼지갈비,600g,주재료
109,생강즙,2큰술,양념
109,술,2큰술,양념
109,진간장,5큰술,양념
109,다진파,2큰술,양념
109,깻잎,조금,부재료
109,고춧가루,1큰술,양념
109,설탕,2큰술,양념
109,깨소금,조금,부재료
109,상추,조금,부재료
109,다진마늘,1큰술,양념
108,부추,1단,주재료
108,청고추,2개,부재료
108,소금,약간,양념
108,밀가루,3컵,부재료
108,계란,1개,부재료
108,홍고추,2개,부재료
107,쇠고기,500g,주재료
107,진간장,4큰술,양념
107,배즙,4큰술,양념
107,설탕,2큰술,양념
107,참기름,1큰술,양념
107,다진마늘,1큰술,양념
107,깨소금,1큰술,부재료
107,후춧가루,약간,양념
107,다진파,3큰술,양념
106,메주콩,1컵,주재료
106,계란,4개,주재료
106,칵테일새우,4개,부재료
106,장식용어묵,10g,부재료
106,잣,약간,부재료
106,소금,약간,양념
106,새우젓,약간,양념
106,실파,약간,부재료
106,통깨,약간,부재료
106,은행,4알,부재료
105,물,6큰술,부재료
105,물,6큰술,양념
105,간장,2큰술,양념
105,당근,1/3개,부재료
105,설탕,2큰술,양념
105,식용유,2컵,부재료
105,죽순,1/4개,부재료
105,계란흰자,1개,부재료
105,표고버섯,3장,부재료
105,돼지고기,300g,주재료
105,녹말,1큰술,주재료
105,청피망,1개,양념
105,식초,2큰술,양념
105,녹말가루,2작은술,양념
105,홍피망,1개,주재료
104,애호박,1개,주재료
104,소금,약간,양념
104,밀가루,2큰술,부재료
104,식용유,3큰술,부재료
104,진간장,1큰술,양념
104,식초,1작은술,양념
104,쑥갓,약간,부재료
104,계란,2개,부재료
103,죽순,50g,주재료
103,쇠고기,50g,주재료
103,술,1작은술,양념
103,간장,1작은술,양념
103,녹말,1작은술,부재료
103,마늘종,30g,부재료
103,후춧가루,약간,양념
103,식용유,1큰술,부재료
103,참기름,1작은술,양념
103,다진마늘,1작은술,양념
103,생강즙,1작은술,양념
103,소금,약간,양념
102,마른오징어,2마리,주재료
102,물,2컵,부재료
102,참기름,1큰술,양념
102,청고추,5개,부재료
102,후춧가루,약간,양념
102,설탕,1큰술,양념
102,다진마늘,1큰술,양념
102,깨소금,약간,부재료
102,다진파,1큰술,양념
102,진간장,4큰술,양념
101,감자,3개,주재료
101,멸치,100g,주재료
101,꽈리고추,10개,주재료
101,깨소금,약간,부재료
101,진간장,3큰술,양념
101,물엿,1큰술,양념
101,청주,1큰술,양념
101,식용유,3큰술,부재료
100,더덕,200g,주재료
100,간장,1큰술,양념
100,참기름,1작은술,양념
100,고추장,2큰술,양념
100,물,2큰술,부재료
100,설탕,1큰술,양념
100,고춧가루,1/2큰술,양념
100,다진파,1큰술,양념
100,다진마늘,1작은술,양념
100,깨소금,1작은술,부재료
100,설탕,1큰술,양념
99,배추,1/4통,주재료
99,소금,5큰술,부재료
99,다진파,2큰술,양념
99,다진마늘,1큰술,양념
99,다진생강,1/2큰술,양념
99,참기름,약간,양념
99,진간장,1큰술,양념
99,새우젓,1큰술,양념
99,설탕,2큰술,양념
99,통깨,1작은술,부재료
99,고춧가루,1/4컵,양념
98,닭,1마리,주재료
98,진간장,4큰술,양념
98,마늘,2작은술,양념
98,후춧가루,약간,양념
98,깨소금,약간,부재료
98,고추장,2큰술,양념
98,물엿,2큰술,양념
98,술,3큰술,양념
98,녹말,4큰술,부재료
97,계란,4개,주재료
97,다진파,1큰술,부재료
97,다진마늘,1작은술,부재료
97,다시마,5cm,부재료
97,후춧가루,약간,양념
97,물,1컵,부재료
97,식용유,2큰술,부재료
97,소금,1작은술,양념
96,냉이,100g,주재료
96,모시조개,1컵,주재료
96,된장,3큰술,주재료
96,소금,약간,양념
96,대파,1뿌리,부재료
96,마늘,3쪽,부재료
96,물,10컵,부재료
96,다시마,10cm,양념
95,오이,2개,주재료
95,소금,2작은술,양념
95,다진파,1큰술,양념
95,실고추,약간,양념
95,깨소금,1/2큰술,부재료
95,참기름,1큰술,양념
95,다진마늘,1/2큰술,양념
94,실파,1단,주재료
94,굴,1/2컵,주재료
94,홍합,1/2컵,주재료
94,조갯살,1/2컵,주재료
94,멥쌀,1컵,주재료
94,계란,2개,부재료
94,식용유,약간,부재료
94,소금,약간,양념
94,밀가루,1컵,주재료
93,연근,300g,주재료
93,식용유,2큰술,부재료
93,통깨,1작은술,부재료
93,물,5큰술,양념
93,설탕,1큰술,양념
93,청주,1큰술,양념
93,진간장,3큰술,양념
92,쇠고기,400g,주재료
92,대파,1/2뿌리,부재료
92,마늘,1통,부재료
92,생강,1쪽,부재료
92,참기름,약간,양념
92,계란,4개,주재료
92,홍고추,2개,부재료
92,진간장,1컵,양념
92,설탕,1/4컵,양념
92,물,4컵,부재료
91,콩,2컵,주재료
91,설탕,1/2컵,양념
91,참기름,약간,양념
91,깨소금,약간,양념
91,물,1컵,양념
91,간장,1컵,양념
90,오이,10개,주재료
90,고추장,1/2컵,양념
90,홍고추,1개,부재료
90,실파,1뿌리,부재료
90,설탕,1작은술,양념
90,고춧가루,1/2큰술,양념
90,참기름,1작은술,양념
90,깨소금,1작은술,부재료
90,다진마늘,1큰술,양념
89,깻잎,100장,주재료
89,진간장,1컵,양념
89,고춧가루,2큰술,양념
89,실고추,5g,부재료
89,마늘,5쪽,양념
89,생강,1쪽,양념
89,깨소금,2큰술,부재료
89,파,2뿌리,양념
88,실고추,5g,양념
88,미나리,1/2단,부재료
88,[절임용소금물] 소금,3컵,양념
88,물,12컵,양념
88,말린표고버섯,2개,양념
88,통생강,1개,양념
88,[국물용 소금물] 소금,6큰술,양념
88,물,30컵,양념
88,배추,5포기,주재료
88,무,2개,부재료
88,밤,10개,부재료
88,배,3개,부재료
88,대추,10개,부재료
88,다진마늘,4큰술,양념
88,석이버섯,약간,양념
88,대파,2뿌리,부재료
88,잣,2큰술,양념
87,실파,2단,주재료
87,까나리액젓,1컵,양념
87,다진마늘,1과 1/2작은술,양념
87,깨소금,2큰술,양념
87,고춧가루,1컵,양념
87,설탕,2큰술,양념
87,소금,약간,부재료
87,다진생강,1작은술,양념
86,부추,4단,주재료
86,다진마늘,3큰술,양념
86,생강,1/2쪽,양념
86,소금,약간,양념
86,멸치젓,1/2컵,양념
86,고춧가루,1/2컵,양념
86,설탕,1큰술,양념
86,홍고추,3개,부재료
85,쇠고기,800g,주재료
85,무,400g,주재료
85,물,10컵,부재료
85,후추,약간,양념
85,다진파,2큰술,양념
85,다진마늘,1큰술,양념
85,참기름,1작은술,양념
85,국간장,3큰술,양념
84,쇠고기,600g,주재료
84,무,400g,주재료
84,당면,100g,주재료
84,대파,2뿌리,부재료
84,통마늘,6쪽,부재료
84,후추,약간,양념
84,국간장,3큰술,양념
84,다진파,1큰술,양념
84,청주,1큰술,양념
84,참기름,약간,양념
84,소금,약간,양념
83,도가니,1/2개,주재료
83,쇠고기,400g,주재료
83,물,20컵,부재료
83,생강,1/2큰술,양념
83,소금,1큰술,양념
83,파,2뿌리,부재료
83,후추,약간,양념
83,고추가루,4큰술,양념
83,다진마늘,3큰술,양념
83,진간장,2큰술,양념
83,생강,1작은술,양념
83,소금,1큰술,양념
83,다진파,4큰술,양념
82,양지머리,600g,주재료
82,파,1뿌리,부재료
82,마늘,1통,부재료
82,밀국수,100g,부재료
82,도가니,1개,주재료
82,후추,약간,양념
82,물,20컵,부재료
82,소 잡뼈,300g,주재료
82,사골,1개,주재료
82,소금,약간,양념
81,쇠고기,400g,주재료
81,양,600g,주재료
81,무,400g,주재료
81,대파,2뿌리,부재료
81,마늘,8쪽,부재료
81,국간장,4큰술,양념
81,참기름,약간,양념
81,후추,약간,양념
81,국수,100g,부재료
81,다진파,1큰술,양념
